item,itemLabel,itemDescription,gender,genderLabel,dob,dobPrecision,dod,dodPrecision
Q725427,Tiit Vähi,Estonian politician,Q6581097,male,1947-01-10T00:00:00Z,11,,
Q544436,Tiiu Aro,Estonian politician,Q6581072,female,1952-06-18T00:00:00Z,11,,
Q1565411,Toivo Asmer,Estonian politician,Q6581097,male,1947-01-08T00:00:00Z,11,,
Q2438863,Toivo Jürgenson,Estonian politician,Q6581097,male,1957-08-28T00:00:00Z,11,,
Q16407429,Toivo Maimets,Estonian politician,Q6581097,male,1957-12-29T00:00:00Z,11,,
Q7824113,Toomas Frey,Estonian scientist,Q6581097,male,1937-12-13T00:00:00Z,11,2020-09-23T00:00:00Z,11
Q57289,Toomas Hendrik Ilves,fourth president of Estonia,Q6581097,male,1953-12-26T00:00:00Z,11,,
Q12377124,Toomas Sildmäe,Estonian politician,Q6581097,male,1959-02-21T00:00:00Z,11,,
Q620859,Toomas Tõniste,"Estonian economist, politician and former sailor",Q6581097,male,1967-04-26T00:00:00Z,11,,
Q934755,Toomas Varek,Estonian politician,Q6581097,male,1948-06-06T00:00:00Z,11,,
Q2443012,Toomas Vilosius,Estonian politician,Q6581097,male,1951-05-05T00:00:00Z,11,,
Q1387518,Trivimi Velliste,Estonian politician,Q6581097,male,1947-05-04T00:00:00Z,11,,
Q16405444,Tõnis Kaasik,Estonian politician,Q6581097,male,1949-01-09T00:00:00Z,11,,
Q16405663,Tõnis Kalbus,Estonian politician,Q6581097,male,1880-12-04T00:00:00Z,11,1942-03-20T00:00:00Z,11
Q886992,Tõnis Kint,Estonian politician (1896-1991),Q6581097,male,1896-08-17T00:00:00Z,11,1991-01-05T00:00:00Z,11
Q1149033,Tõnis Lukas,Estonian politician,Q6581097,male,1962-06-05T00:00:00Z,11,,
Q62975984,Tõnis Mölder,Estonian politician,Q6581097,male,1989-10-09T00:00:00Z,11,,
Q743319,Tõnis Palts,Estonian politician,Q6581097,male,1953-03-29T00:00:00Z,11,,
Q7900720,Urmas Arumäe,Estonian politician,Q6581097,male,1957-01-01T00:00:00Z,11,,
Q3741429,Urmas Kruuse,Estonian politician,Q6581097,male,1965-07-14T00:00:00Z,11,,
Q58100,Urmas Paet,Estonian politician,Q6581097,male,1974-04-20T00:00:00Z,11,,
Q645970,Urmas Reinsalu,Estonian politician,Q6581097,male,1975-06-22T00:00:00Z,11,,
Q465437,Urve Palo,Estonian politician,Q6581072,female,1972-07-10T00:00:00Z,11,,
Q11032994,Urve Tiidus,Estonian politician,Q6581072,female,1954-06-06T00:00:00Z,11,,
Q1621844,Vallo Reimaa,Estonian politician,Q6581097,male,1961-05-08T00:00:00Z,11,,
Q16406683,Vello Lind,Estonian politician,Q6581097,male,1936-11-02T00:00:00Z,11,2017-12-24T00:00:00Z,11
Q1670898,Villu Reiljan,Estonian politician,Q6581097,male,1953-05-23T00:00:00Z,11,,
Q12378814,Vladimir Roopere,Estonian politician,Q6581097,male,1898-01-17T00:00:00Z,11,1942-11-06T00:00:00Z,11
Q12378872,Voldemar Sumberg,,Q6581097,male,1893-04-09T00:00:00Z,11,1965-02-13T00:00:00Z,11
Q16405288,Vootele Hansen,Estonian politician,Q6581097,male,1962-01-19T00:00:00Z,11,,
Q17446840,Ülo Uluots,Estonian politician,Q6581097,male,1930-02-04T00:00:00Z,11,1997-07-18T00:00:00Z,11
